Water Source Type,Contaminant Level (ppm),Turbidity (NTU),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Risk Level
Treated Supply,24.168142003916902,2.258144030475183,3.098697819612355,2.198552738427513,78.44575972131332,None,83.20107559013435,81.19759757327249,591.8782227691105,21.419445006074035,314.794324903041,Low
Treated Supply,17.406885257747867,1.4401829238367918,6.725600104489814,3.1693634755448836,35.608463420486856,Filtered,94.5918866070255,76.78271604771733,306.5986102366186,26.321506659236753,650.5257717563753,Low
Open Well,26.322009788239164,2.461333398258622,6.431464329207047,4.948019302873114,56.4073456042595,Chlorinated,94.84831926737218,82.37999465374607,370.6817386399241,25.639037989077778,569.2981884717119,Low
River,6.221234378792108,1.003176567338088,1.2311329338065358,4.944711454154452,53.542198765595586,Chlorinated,88.39760604764278,96.20300933799825,273.8708263572127,34.780340897780455,260.082350842065,Low
Open Well,28.053106860848708,1.573428783191937,6.584412883442558,1.2224166422676568,32.44215032293771,Filtered,95.87789391115523,83.4342871044651,244.82518487222484,18.837268671170733,559.9478774174909,Low
Treated Supply,26.982741806220975,0.7418101220581816,3.2656407296163774,1.46487527261215,26.553927046753767,Chlorinated,70.73307473823036,72.81971281853336,397.0077503558915,25.121155161429353,607.5284118299663,Low
Treated Supply,14.65836453521237,2.2618800821643292,2.5486444047992833,4.833999687536598,21.18884092120878,Chlorinated,87.29166115081985,81.97308460333917,215.36570703788823,22.271757515032633,190.34102816964472,Low
Open Well,22.436134735732892,1.5679313212542052,4.48040121735969,3.0050724594625478,60.906163827119464,Chlorinated,94.87255454302873,85.29995065796004,285.3444480002483,34.17175270084719,502.72795929238964,Low
Treated Supply,12.550690354456698,1.7609428461013827,4.325332077257253,4.717752102416774,73.7220555888396,Chlorinated,95.25178322875044,90.5892050756786,501.2328858318122,31.836133435052012,655.5085900784427,Low
Open Well,29.62694645932822,0.8150949472568126,6.982677088673962,1.5488222635356914,64.48783660425178,Chlorinated,85.5728553307403,82.65674618239841,312.08311229559365,31.77887097452119,367.6980190511981,Low
Treated Supply,19.430672948039323,1.1518423543204657,5.569551560371403,0.11075608696851369,41.801296339684455,Chlorinated,73.01591422934283,95.35088627555004,551.5425347241775,27.59902667017284,247.49774639801137,Low
Open Well,28.11825511471429,2.166442954519467,5.903799296263347,0.628627126368802,70.10236785297994,None,94.8840083682431,81.76097381528044,246.0496771056692,18.237861488355257,585.2586954380191,Low
River,15.904927946938091,0.58451703502519,4.369374618758999,0.35715544249888487,56.41838889345541,Filtered,87.11296073585338,83.65329642984813,427.76771486421836,21.079130432816758,469.62008532804697,Low
Treated Supply,7.171594353481021,1.6826494362122557,1.6830209877433806,3.2520038797458497,78.34848620067643,None,73.43022137794709,91.22640687467255,504.89841651543395,26.60703972921887,400.5883788762437,Low
Open Well,25.426459807306024,2.3970335945218704,2.1849090123991646,4.208184870711647,40.92868889945675,Chlorinated,94.84018113598066,76.68754974606618,505.9443640216107,27.53037957814638,270.0354781797392,Low
Treated Supply,20.606314980330673,0.7764310797798772,2.1679772103775754,4.440500245707149,66.0448469987264,Filtered,75.02851126472152,84.47073985860332,204.6177448101961,28.859743182880507,683.3133049797437,Low
Open Well,16.666505616804304,2.0720886610469487,5.290055681363816,1.1372750936917315,42.043601954239364,Filtered,90.61600286933121,75.6124151625498,202.50848814817442,36.5480419881705,393.42481529642765,Low
Treated Supply,17.7987613231831,2.58738117109607,1.4359152516623277,4.470890675090291,22.936073771781537,Filtered,78.74456462769862,87.03641153188948,282.2260062066198,19.919211435739715,708.1345950429385,Low
Treated Supply,29.723384837817477,1.1426626333502672,3.3827318733951306,3.5632754056652702,14.805378740298588,None,80.52312175570681,90.103166239491,586.799699152049,27.5616590983089,502.157229109315,Low
River,6.529418991870157,2.1371161487010273,3.242413523863979,2.177677990953304,30.370516854575325,Filtered,80.86033055207517,83.37940157737333,410.3400291338361,22.578305667147674,633.4593705807674,Low
River,13.262358398878142,2.348362038243536,5.348722665073266,0.8169082727685928,24.001200144233962,Filtered,72.6020889977569,77.38854783749177,325.5048787456114,32.10676128230116,416.50956625725263,Low
Treated Supply,7.489826339535894,0.657081444777078,1.2072017915910167,3.9750053462159896,18.806803894119845,Filtered,97.98487034212816,93.54844314270287,537.860942766024,28.100785302600272,432.80842665871387,Low
Open Well,25.41652642734632,2.0143342702049662,1.8679863663338276,0.6103888453061829,21.31376519529342,Chlorinated,96.92869476198473,71.58575437906772,308.5749388407738,20.546390515849076,723.9158646337562,Low
Treated Supply,11.613453223507172,2.44459613064339,2.716145668727207,2.3014183687364085,33.81631848522742,Chlorinated,72.26906715733594,80.32277252338255,491.9578969828896,31.401426456588762,364.81718588955533,Low
River,13.946781820435968,2.684102167687016,5.8407638761063545,4.095645350847926,71.23051740567828,Filtered,89.92664806953769,70.90832129300139,464.3906333065259,29.118294084001796,621.8008482342212,Low
Treated Supply,15.142517167562753,1.84802813620172,6.959760602237199,4.736176210496377,28.056836333865633,None,80.85325105180976,74.96119943326718,330.96960571585913,21.82371321559083,724.0057853325582,Low
River,29.168185605100927,0.86633680016007,2.3358210602704217,4.2463322231364184,16.25179013821273,Chlorinated,96.25378627414543,97.87198025709282,462.56664046729827,22.14654455183069,462.36191581335254,Low
Treated Supply,5.515822913352965,2.306515727845325,3.861426771645516,2.022323521262921,20.995938099286562,Chlorinated,99.35104348366791,74.53131318832416,531.0702863150512,29.60790259067103,669.0777440854825,Low
Treated Supply,8.655815524599825,0.5547683436514457,2.7920086040762264,2.668665074174771,16.91651718257164,Filtered,74.04652649107632,89.56576279358686,291.90364860839173,35.49265228082727,512.4966443042092,Low
River,13.32151043334105,2.5318442968488517,3.523485062501302,3.8405761161473038,16.15271545550149,None,78.67679488417205,76.40315688797182,513.0491150470335,19.334417121449203,259.9515748781072,Low
Treated Supply,17.062464915664926,2.5284298455728553,3.649021865090936,3.5201488945126878,25.50070699726295,None,90.15463331881521,75.98021494345883,261.3610678202872,25.76823433824486,380.9751296054169,Low
Open Well,21.63495825605944,1.5624020193394363,1.6848190842373296,1.5568400003997147,39.713023536091164,None,78.62991545928773,88.76288648733751,558.7212139307435,36.97622736329179,126.24460635091631,Low
River,6.900280381335345,0.6335536408305316,6.07813941330839,4.603680416031147,23.562635782965014,Filtered,70.32277584525448,99.80002633735984,407.3660221906355,36.027279511358635,393.4749361267416,Low
Treated Supply,8.239733274446172,1.0271660389650932,5.0348948367474256,1.819845578300559,10.152055444367381,None,85.7849131973027,94.78988952526429,229.3853566961799,27.780151563348568,697.1092173742716,Low
Treated Supply,25.000827416962178,1.310410200815813,1.2296618449804708,3.998601190349971,72.16988239502476,None,92.98136776847787,81.51920112260245,497.2126076711714,37.211779896076706,427.6665528710827,Low
Treated Supply,17.79405929343215,0.82727256104012,2.6659766318774496,2.9249816971570413,79.38614170214039,Filtered,71.67930796125405,75.22161071332523,219.1576373325791,27.213377283886793,176.77318314992962,Low
River,16.511663135095663,1.641154300459377,4.018514720081015,0.4369496844801979,47.849010715193955,None,98.38952683427364,79.20183553066308,478.8744575781917,31.098822299542086,706.8267871696869,Low
Open Well,14.950836424311166,2.509224717070114,5.270509926120087,1.5406285806747815,61.71133126940521,Chlorinated,89.72148454574098,99.76766695474373,442.0939253758221,21.403477974766446,158.7192495899867,Low
Treated Supply,33.370589666545385,3.046400521044819,3.904649565889241,0.9320513602421432,28.606231354520276,Filtered,83.6362379891616,95.79797046347662,822.8107141837137,24.248240659158007,1144.1489159916514,Low
Treated Supply,57.72672542050418,3.8613316073689887,4.182495997950058,2.8038647384169346,65.69920626056748,Filtered,91.02774650814477,93.96460446428432,754.9251001313958,26.82809985657319,1121.3114550332548,Medium
Treated Supply,38.291765014778605,5.696796011039364,3.6374841073361655,4.8248763238046735,20.360051639225816,None,97.11124603917324,99.43009199753394,860.7450097410206,23.122908111032615,1198.396357011678,Medium
Treated Supply,47.551505571104556,3.8963234778217513,1.986866427764144,1.8507600555632708,26.35997003796582,Filtered,70.31983590950558,86.09212708822278,710.1307914843586,25.82680987046416,1291.48793837843,Low
Treated Supply,50.5524411108066,4.351725699260946,3.579822135157489,3.90254576105319,40.75140828628716,Filtered,72.66396308306042,74.66494555852282,751.2588176492267,31.166281007706,962.1269566217493,Medium
Open Well,52.774709603868,3.831351198014715,1.4609548167413087,0.11732234352166582,54.00121526657259,Chlorinated,92.62634817986046,96.95936351043099,846.4306227823948,32.76667536908043,981.5324680118466,Medium
Open Well,49.25654187248807,5.589108074808714,2.9052023603034804,1.1147325215142319,45.2126162848779,Filtered,70.91958129038372,92.21080206110064,650.8931100274143,32.55795680459383,890.4231885976701,Medium
Treated Supply,38.25525698924843,5.788384397028636,5.457876182097904,1.3158928196176867,57.76865104636169,None,92.80525852820854,73.83574712021284,823.591862944463,19.770550428055447,1374.2642870880263,Medium
Treated Supply,30.325765009707325,3.941454229902841,4.131059332663868,0.004412442296211072,45.91602866798396,Filtered,79.58443921934953,82.21531628831416,629.3429778480985,28.608577592468112,1288.0310199161604,Low
Treated Supply,42.7472812504196,5.318902289890653,3.7636274984278635,1.649651392756926,37.13226967343226,Filtered,85.60082214352022,88.01684757099441,708.235867361668,27.176910000056875,929.0131132054153,Low
Treated Supply,35.14895048888333,3.180779224401981,5.868963196527749,3.854941762610093,48.89033709617883,None,87.38643703655812,87.14950383875087,753.5258409239002,32.26778172423249,992.6733139431949,Low
Treated Supply,32.24560157776921,4.24660910438849,5.644384376894239,3.1409148233892297,44.858251232301384,None,85.42522302619956,82.34587267662118,874.7245794888227,32.16506322612361,991.6711617875344,Low
Open Well,59.66913835608403,3.9728307224662776,4.607853969045939,2.56982451427029,48.04820552666894,Chlorinated,70.73035354980878,80.99151172671901,862.9858225616117,27.85019926920011,1015.2312739332023,Medium
Treated Supply,41.345350533651335,3.238733460222725,5.648679949698941,1.0461640732081405,10.2908431092688,None,90.2984259461646,72.95225658672233,789.0781578427974,29.378579742412168,1447.5227244440966,Low
River,56.02586927219713,5.248727836295073,1.141166988026487,3.5669197547175546,26.019198760417833,Chlorinated,88.03365949642152,87.5856616323699,825.9747705146752,22.090782686126765,1127.3513889420815,High
Treated Supply,58.76817923578099,3.0203522877726043,5.285088396828481,1.6650227517732112,21.052814965420033,Chlorinated,96.11268523167752,80.86288114474198,671.5706497111237,34.03414321520874,1188.1251239667413,Medium
Open Well,41.48398291103568,5.210184341802674,3.092919187168688,2.474702591092294,40.97017409672574,Chlorinated,95.39737856452089,95.60468828469976,787.2123838225463,28.345414637640378,867.9860656413493,Low
Treated Supply,58.11116178308369,3.4217014260357055,6.660169853008281,0.3113036448118567,69.69060298876627,Filtered,72.41421443322935,75.51265408202134,690.2708353250244,34.39905768211329,864.0447158749959,Medium
River,30.91697198078352,3.358874881307507,1.0114101727281193,3.5496650562846184,26.289152193272656,Chlorinated,91.07101069833692,85.43561842292182,719.6774164791213,20.773456638010096,925.6494599569731,Low
River,53.33748827852986,3.4896075681790686,6.019511485544116,4.496737724078313,36.767223360959285,Filtered,88.76637998047765,76.08513734753635,792.0259784401741,18.737303794277274,832.4406538569856,Low
River,40.56293235147429,3.066594649096451,4.666059476221867,3.8629134449278952,32.34266100601501,Filtered,72.77141281935535,71.23194071700834,618.6709195578156,20.940163254341844,1396.5029122080182,Low
Treated Supply,30.41642291773791,3.0592945540425043,2.9355980408393476,1.1774479877278465,63.177753452993684,None,97.91702087470105,75.32192029988782,819.3834261799921,34.8581750791888,810.2216071310971,Low
Treated Supply,31.61840332888342,4.123802818243805,4.327137999041129,1.7928067310261064,30.805098242057852,None,91.23483375322328,95.98046991328368,888.6993872643227,33.50728022147996,1044.275385374273,Medium
Open Well,43.98508169663891,5.349143089687531,2.413714278393858,0.568737015821979,50.46124340414995,Chlorinated,99.2246032193823,88.88465772105734,738.9005051086906,31.246773252571174,1257.8030917173628,Medium
Treated Supply,47.61930053192978,4.092174720680164,4.140922424440265,3.7629491885048845,13.31212589645185,Filtered,84.89409526261147,78.55071554631922,871.7055969436483,23.485540067385514,1002.7399682407136,Low
Treated Supply,36.291054034915255,4.109151463032064,1.1966498524037488,0.7443739679195605,53.518746524778216,None,99.38806720197084,81.71230579305825,613.4829975818493,34.74229954992287,1324.1495052523856,Low
Treated Supply,42.37389625737892,3.2913888332304517,6.734204161819017,0.15717904320670772,15.164769233885849,None,91.56384590431409,88.62685307790235,674.266270695384,33.30065892048727,1367.6337338613826,Low
Open Well,52.00130257879138,5.379309937464823,1.5396498030388208,1.0394478985968596,74.76247372950637,Chlorinated,78.85054912238573,97.48566916009185,694.4483730396076,30.247063253922093,1177.7150649953792,High
Treated Supply,48.25774863368464,3.98980867944512,6.209535087761206,2.260494844053629,59.469106254255166,Filtered,71.50247190262623,83.3849141143582,672.6246212256525,31.13309092599484,898.9135851234397,Low
Treated Supply,53.2289035034431,4.392181068300845,5.670447055039998,3.5705982643822773,34.47068361359828,None,73.56633806389924,70.43510122506765,682.823778550275,26.60583533300353,863.8882847567216,Low
Open Well,38.83372517577935,4.08325589638917,4.427978554640138,3.365371808040653,21.636460788695544,None,88.56631599174169,83.08760822165394,834.6847020350581,21.250868230565864,1276.2633829843253,Low
Open Well,45.75023522297851,5.6438885077743635,1.8286330754210514,1.176352767176116,24.99283887034038,None,73.78238141242798,76.85718000260127,707.7612632749706,27.607909191355418,1222.0112468982156,Medium
River,41.36680432642805,4.0520276854974675,2.7389574492185185,3.051888224652414,68.16089168055908,Chlorinated,79.3605787465884,77.4236175358455,612.1161223186892,34.68142878404879,1292.3277913761585,Low
Open Well,49.24641685132732,4.620162660257675,3.279764935819328,3.0527738877124024,63.25804472819106,None,92.32713641048608,90.73059306794104,649.665596135157,21.12812147856013,984.2625066088171,Low
